"RunID","outcome_all_blocks_alive_OUD_counts_cycle52","outcome_all_blocks_alive_OUD_counts_cycle104","outcome_all_blocks_alive_OUD_counts_cycle156","outcome_all_blocks_male_alive_OUD_counts_cycle52","outcome_all_blocks_male_alive_OUD_counts_cycle104","outcome_all_blocks_male_alive_OUD_counts_cycle156","outcome_all_blocks_accumulated_fatal_od_cycle52","outcome_all_blocks_accumulated_fatal_od_cycle104","outcome_all_blocks_accumulated_fatal_od_cycle156","outcome_Detox_accumulated_admissions_cycle52","outcome_Detox_accumulated_admissions_cycle104","outcome_Detox_accumulated_admissions_cycle156","outcome_alive_OUD_counts_Male_10_25_cycle52","outcome_alive_OUD_counts_Male_10_25_cycle104","outcome_alive_OUD_counts_Male_10_25_cycle156","outcome_alive_OUD_counts_Female_10_25_cycle52","outcome_alive_OUD_counts_Female_10_25_cycle104","outcome_alive_OUD_counts_Female_10_25_cycle156","outcome_alive_OUD_counts_Male_25_45_cycle52","outcome_alive_OUD_counts_Male_25_45_cycle104","outcome_alive_OUD_counts_Male_25_45_cycle156","outcome_alive_OUD_counts_Female_25_45_cycle52","outcome_alive_OUD_counts_Female_25_45_cycle104","outcome_alive_OUD_counts_Female_25_45_cycle156","outcome_alive_OUD_counts_Male_45_100_cycle52","outcome_alive_OUD_counts_Male_45_100_cycle104","outcome_alive_OUD_counts_Male_45_100_cycle156","outcome_alive_OUD_counts_Female_45_100_cycle52","outcome_alive_OUD_counts_Female_45_100_cycle104","outcome_alive_OUD_counts_Female_45_100_cycle156","outcome_Total_OUD_Male_10_25_cycle52","outcome_Total_OUD_Male_10_25_cycle104","outcome_Total_OUD_Male_10_25_cycle156","outcome_Total_OUD_Female_10_25_cycle52","outcome_Total_OUD_Female_10_25_cycle104","outcome_Total_OUD_Female_10_25_cycle156","outcome_Total_OUD_Male_25_45_cycle52","outcome_Total_OUD_Male_25_45_cycle104","outcome_Total_OUD_Male_25_45_cycle156","outcome_Total_OUD_Female_25_45_cycle52","outcome_Total_OUD_Female_25_45_cycle104","outcome_Total_OUD_Female_25_45_cycle156","outcome_Total_OUD_Male_45_100_cycle52","outcome_Total_OUD_Male_45_100_cycle104","outcome_Total_OUD_Male_45_100_cycle156","outcome_Total_OUD_Female_45_100_cycle52","outcome_Total_OUD_Female_45_100_cycle104","outcome_Total_OUD_Female_45_100_cycle156","outcome_Total_BgMort_cycle52","outcome_Total_BgMort_cycle104","outcome_Total_BgMort_cycle156","outcome_Total_OUD_cycle52","outcome_Total_OUD_cycle104","outcome_Total_OUD_cycle156"
2061707,213145.6141,214903.0181,269435.9839,125488.1393,127544.3144,164776.2354,965.3637,1299.9071,1637.9393,42576.2537,40885.0721,36187.4556,12259.0431,15431.5968,27947.1275,7133.8377,8510.6529,12331.451,55094.1455,56335.9271,68679.4894,35510.2803,35871.9869,42098.4983,58134.9507,55776.7905,68149.6186,45013.3568,42976.0639,50229.7991,12348.9827733421,15559.3585169579,28090.5415019851,7185.20696027559,8583.37885852394,12410.9505896879,55632.634041533,57053.9251913406,69475.4020770677,35778.2464003488,36161.9940504282,42475.9955264818,61031.3594323588,58407.0778290188,71299.8745030505,47544.1049609192,45112.3120862176,52569.509665859,5409.55672855725,4675.1213568396,5248.35062969389,219520.534568777,220878.046532487,276322.273864132
2067124,209874.7704,216682.0365,267800.8061,123118.6751,128774.3865,163699.0425,927.8467,1233.8783,1492.026,41579.0892,39485.5272,36192.1623,10754.7931,16059.59,27280.5,6493.119,8806.1412,12037.8241,54260.8007,56773.2549,68125.7752,35252.8385,36041.4539,41708.0641,58103.0813,55941.5415,68292.7673,45010.1378,43060.0549,50355.8754,10838.9219067876,16179.2606606394,27411.7977223922,6543.15722776175,8875.6154093426,12109.8767272964,54793.379516748,57481.9357817146,68889.4014681162,35516.3388017953,36324.0088286646,42063.0668719482,60985.0168724986,58550.3552115719,71398.2939059912,47525.9660055947,45172.7828446503,52666.0942193475,5400.16319359395,4668.04404312905,5245.69884270177,216202.780331186,222583.958736583,274538.530915092
2068797,222731.2362,224642.8919,267628.7364,132398.7449,134547.9869,164008.191,947.1654,1242.9293,1520.8275,39365.6222,40823.1692,36196.0307,16597.4888,19790.8045,26399.4131,8979.2446,10368.4746,12055.225,57513.368,58784.4595,69422.0712,36268.6355,36645.5673,41258.9986,58287.8881,55972.7229,68186.7068,45084.6112,43080.8631,50306.3218,16702.1261008,19937.2854225297,26538.641202321,9036.08198277068,10446.1264159754,12129.4896795723,58052.0034607325,59496.5922452427,70202.1470372577,36533.2631737061,36928.145520558,41620.4674284355,61164.95405794,58563.2707597013,71271.6197504171,47596.3949145233,45184.7503499104,52609.1230138949,5406.42207442587,4670.34951646589,5221.92410765543,229084.823690473,230556.170713917,274371.488111898
2074664,215853.0445,219905.2556,270573.7014,127439.4199,131127.8119,165758.2444,953.6192,1172.824,1406.6379,36034.9477,38004.7412,34677.6672,13481.7937,17584.1924,27747.7511,7651.837,9438.1617,12368.1989,55776.5436,57614.4465,69684.7475,35724.144,36287.791,42102.158,58181.0826,55929.173,68325.7458,45037.6436,43051.4911,50345.1002,13577.6021224469,17712.1403488059,27881.512311459,7707.5928528986,9509.85996474859,12441.3979031495,56315.470274062,58288.5905633884,70406.4351433881,35991.3402061143,36559.5112721546,42441.4382789023,61069.0648505228,58529.8954039872,71415.7693589766,47558.8630928136,45164.4846646221,52654.1828528433,5413.26967971045,4686.40248696269,5260.39647719377,222219.933398858,225764.482217707,277240.735848719
2074839,212283.7955,220779.4889,268505.9521,124868.408,131744.4831,164395.0833,984.1643,1341.2521,1575.4364,43100.7741,41832.3832,39546.3116,11871.2114,17923.6547,27154.6688,6967.6273,9607.631,12085.9701,54871.9933,57810.5504,68918.1726,35437.8594,36361.1758,41666.1996,58125.2033,56010.2779,68322.2419,45009.9008,43066.199,50358.699,11961.4708239723,18061.1315455755,27296.964584395,7020.44414136337,9686.32019639122,12164.2216925828,55417.2643855979,58547.666197945,69703.1618767681,35711.0355742674,36660.1837549915,42040.5933795354,61019.4670301778,58635.592531051,71429.8213702725,47539.4500871444,45195.4969435471,52670.1440268764,5401.17223797225,4665.65025204349,5223.51857821571,218669.132042523,226786.391169501,275304.90693043
2081239,221099.5216,231105.1781,269696.756,131228.9107,139179.4534,165690.3274,958.1892,1254.3129,1414.5395,40764.6489,39724.2574,41955.6756,15867.6715,22528.2484,26486.5235,8668.8955,11580.1083,12131.6267,57108.9503,60453.2628,70811.6272,36139.7511,37202.437,41468.6081,58252.2889,56197.9422,68392.1766,45061.9643,43143.1793,50406.1938,15969.6149412841,22682.790791931,26626.414807652,8724.63188695634,11662.184007201,12205.3869245937,57644.8918020623,61155.8763780235,71544.5463036666,36406.2149439707,37485.5336607215,41811.6183663684,61142.4738590502,58814.2286462492,71485.6008876453,47587.5959623746,45266.3061278521,52720.9116935871,5417.71262087673,4707.42867579931,5283.18357737751,227475.423395698,237066.919611978,276394.478983513
2083241,210292.5664,211663.9651,269412.8867,123421.6385,125194.0003,164587.4768,912.6814,1165.3888,1525.4573,43575.5145,39426.6764,40603.2497,10938.5248,13896.7245,28173.7003,6571.6272,7854.6204,12321.5313,54372.2812,55525.3832,68163.9033,35286.991,35618.7472,42209.5651,58110.8324,55771.8926,68249.8733,45012.3097,42996.5971,50294.3135,11020.6187590165,14005.7423592402,28306.7311668929,6620.41143789234,7918.78868245391,12395.8170423546,54894.3620359792,56193.6435734689,68920.0853449669,35547.8524788383,35892.674826092,42572.7353430004,60990.5929532274,58363.7393050614,71354.0149347574,47528.1485735818,45104.2758733794,52606.0030414837,5396.73854063158,4649.51078679458,5217.04276141183,216601.986238536,217478.864619696,276155.386873456
2096280,208987.275,217693.6971,265967.1795,122474.9053,129493.0589,162511.0991,872.6144,1190.4176,1538.3361,40644.0323,41494.4694,41390.6266,10330.5475,16429.9241,26635.1707,6313.0542,8974.4915,11786.2976,54041.9369,57045.5527,67569.3827,35186.7435,36135.5823,41292.0366,58102.4209,56017.5821,68306.5457,45012.572,43090.5643,50377.7462,10408.9636605648,16545.3137368936,26768.3098800735,6360.3470881133,9042.65990296787,11861.2688023086,54554.4192083154,57732.3637840003,68340.092131118,35441.7661068113,36413.9741236586,41658.6048167913,60971.8217531516,58614.859071398,71417.5779061824,47520.8013486123,45198.9130581807,52690.1591445633,5398.22971889072,4663.96902938693,5230.49707790842,215258.119165569,223548.083677099,272736.012681037
2098580,212121.4051,221634.8938,267787.3936,124740.851,132331.9417,163909.9372,938.2608,1317.8042,1690.6292,36273.4729,39069.2935,40204.0751,11774.7858,18247.6612,26876.5203,6927.7863,9753.5215,11984.8086,54829.2327,58016.3288,68724.305,35429.9911,36443.2237,41505.2698,58136.8324,56067.9518,68309.1118,45022.7767,43106.2068,50387.3781,11862.7089606461,18384.1114380282,27024.5633483323,6978.45236063753,9830.68756498918,12066.6784841061,55362.3749193092,58753.9552240364,69558.2665769301,35693.9061983165,36735.1353940395,41890.2923138912,61016.4360831478,58681.8038433012,71445.4418686469,47538.2637972577,45220.9480190318,52703.6142845942,5392.47650288647,4653.94346356504,5210.83411307096,218452.142319315,227606.641483426,274688.856876501
2131238,208155.8524,211336.4599,267429.0323,121881.0111,124943.9715,163215.0444,961.9977,1210.545,1490.7111,41388.2163,38078.1984,39469.2604,9986.546,13742.2577,27651.9179,6164.5241,7796.4479,12082.311,53821.3662,55417.314,67370.2678,35113.4294,35596.7438,41844.5626,58073.0989,55784.3998,68192.8587,44996.8879,42999.2966,50287.1143,10071.6479222811,13849.8653533269,27777.5086259228,6216.92676198704,7861.34389982394,12152.1901547509,54366.9474782481,56115.4665843273,68125.5525378742,35383.2615353597,35876.3195947748,42197.7539840825,60961.46981297,58391.6486805191,71305.253995347,47516.7495796347,45112.7241264834,52600.8136975867,5399.15291424215,4660.36341322433,5239.32957038117,214517.003090481,217207.368239255,274159.072995564
2140841,211787.8486,219136.3816,268261.1465,124507.0383,130558.255,164153.0152,949.761,1177.4945,1554.3738,42309.7801,38807.7302,34917.1772,11636.3036,17153.3617,27202.5149,6868.7939,9277.174,12075.2726,54750.8471,57427.2095,68660.8622,35402.6861,36241.8683,41701.2856,58119.8876,55977.6838,68289.6381,45009.3303,43059.0843,50331.5732,11723.3713008566,17275.0463224326,27345.6575415657,6919.20865333626,9345.40258740353,12152.9328854797,55284.9345238808,58099.222045471,69432.4634010557,35669.739210419,36516.1693422764,42067.7319141583,61012.1599628807,58584.8294229959,71420.4861911926,47536.590040946,45178.4001705244,52662.6257409552,5408.39408482017,4685.19377719466,5266.37730330698,218146.003692319,224999.069891104,275081.897674407
2153543,225745.6963,228727.5461,268691.7923,134579.6449,137493.9427,164924.6524,989.4691,1223.2775,1534.378,36505.6788,41120.9291,40332.9052,17977.1289,21607.5361,26334.0595,9563.4894,11143.7526,12134.9675,58272.7887,59820.2571,70330.6775,36502.0157,36970.4459,41284.8102,58329.7273,56066.1494,68259.9155,45100.5462,43119.405,50347.3622,18092.1809800801,21764.5315917291,26482.191183798,9627.1072984268,11226.9656737396,12215.0606389924,58824.5617049019,60521.8085359404,71116.6059349284,36774.3566203973,37249.9146870233,41649.3774357885,61207.6137474827,58642.017110389,71335.3240014809,47613.0922598324,45214.1062542232,52646.3743071167,5403.74734438686,4668.52025259356,5218.76312732128,232138.912611121,234619.343853045,275444.933502105
2166643,223510.5114,228605.9069,267875.307,132967.2889,137401.5433,164360.5864,982.0986,1331.9886,1592.0067,39759.8368,39099.281,39929.5258,16971.3541,21563.5541,26199.7329,9136.7933,11137.8607,12039.3173,57714.3852,59800.6167,70027.5467,36331.5541,36984.0678,41199.9342,58281.5496,56037.3725,68133.3068,45074.8751,43082.4351,50275.4692,17083.6833126367,21732.4238972366,26355.2353533263,9198.31292863167,11227.9166630757,12123.3045803582,58264.0634738535,60541.5840215466,70832.1311696661,36599.4409638556,37271.7232504019,41562.0965924359,61176.663708764,58674.1233624313,71286.2626939433,47600.9781648656,45217.6291691012,52618.9390002567,5430.53251385809,4727.50481782593,5310.65561188614,229923.142552607,234665.400363793,274777.969389986
2173396,215952.0132,224474.3923,269835.0953,127501.1207,134388.0048,165446.9432,849.503,1193.2607,1425.6266,39754.5049,38904.5839,34814.9723,13494.4275,19531.0815,27165.0906,7658.9836,10295.0612,12205.8029,55807.9651,58766.8069,69905.6952,35741.4692,36680.2474,41791.9216,58198.7281,56090.1164,68376.1573,45050.4397,43111.079,50390.4276,13581.8982827928,19660.0661802522,27292.4555451226,7709.41950030384,10367.0118248561,12274.2251330116,56317.8579612594,59469.2192562763,70666.0088394446,35992.0853260783,36958.998649845,42142.1150822741,61069.1967264748,58707.1151052888,71498.5884192321,47558.9146647774,45235.307792216,52721.9565151334,5427.85622758151,4730.06575551363,5334.62778009835,222229.372461687,230397.718808734,276595.349534218
2173858,213841.7881,216838.8959,269566.1216,125992.4173,128935.6639,164963.1131,966.9821,1200.8522,1497.9829,36111.1315,41686.7739,35625.1555,12576.7443,16254.7343,27787.2436,7265.7598,8864.4905,12309.5513,55267.4689,56835.0277,68963.0411,35561.7796,36029.8606,42030.9743,58148.204,55845.902,68212.8285,45021.8314,43008.8808,50262.4829,12670.4640354338,16374.8495847326,27917.3239742084,7321.89472422023,8933.93680253874,12381.5342325043,55811.3052584819,57522.8441771161,69715.9820680209,35834.0047104367,36311.7918613793,42393.4425371754,61041.2254791844,58461.3764646604,71348.2070037381,47547.9665564909,45135.7122319002,52604.5226710727,5418.09064707154,4700.76299568049,5296.90789736327,220226.860764248,222740.511122327,276361.01248672
2189209,216611.5197,221747.5826,269774.4421,127984.9978,132447.592,165298.9636,941.3577,1211.5216,1544.9172,42837.3496,38811.4613,38787.2259,13819.5125,18391.5891,27377.0627,7797.1266,9789.8187,12264.5991,55970.057,58073.4063,69625.8315,35786.3019,36439.2223,41871.1345,58195.4283,55982.5966,68296.0694,45043.0934,43070.9497,50339.745,13915.0410836802,18526.3238228625,27518.7621193286,7851.06560227029,9864.41893040532,12342.099643416,56503.0103877438,58765.0363162051,70402.5145537994,36049.8661450155,36715.7565917334,42232.7220856111,61079.4206044769,58583.5278962483,71413.0117243997,47562.9164296706,45184.2205459179,52661.2306102666,5408.44282632542,4680.17979484943,5250.98131983865,222961.320252857,227639.284103373,276570.340736821
2190019,213888.2721,215195.8689,269369.3563,126019.821,127741.2553,164725.795,977.1242,1225.2981,1486.0349,41439.3517,44020.8363,38209.8667,12593.8688,15541.7202,27832.4609,7273.8061,8552.2339,12307.8029,55270.7523,56387.0853,68650.3068,35565.3416,35889.3602,42033.895,58155.1999,55812.4498,68243.0274,45029.3034,43013.0195,50301.8634,12688.6085335538,15662.7642711934,27962.8210092301,7329.60940431218,8621.70459660738,12379.7017660647,55821.3895614557,57093.1110790236,69409.9460386555,35837.1516258951,36171.3567890038,42390.8602818562,61041.7823553185,58408.2450933444,71327.6023015069,47548.1844902116,45121.3199745785,52604.3454960127,5401.32962538269,4657.33482959758,5219.88556309434,220266.725970747,221078.501803751,276075.276893326
2191007,227110.6443,231895.425,265996.2434,135569.1314,139786.9215,163290.555,952.0088,1197.6715,1437.5922,35698.4199,43720.9288,41246.303,18600.7973,23019.8444,25249.0942,9831.5904,11760.8425,11798.3281,58634.9378,60672.5503,69926.2124,36617.3032,37246.2661,40650.3672,58333.3964,56094.5267,68115.2483,45092.6193,43101.395,50256.993,18711.7241611538,23177.919278053,25389.806580854,9890.52545600026,11841.9216156891,11871.5003047038,59168.8883019777,61352.9054659292,70663.2814321387,36881.8112590807,37521.148076199,40996.9101212694,61226.6271006656,58710.8024940141,71237.3490464924,47620.5341978347,45229.8579371844,52598.7330171932,5437.45724201459,4741.45837264307,5323.74512898118,233500.110476713,237834.554867069,272757.580502652
2198210,210533.7787,214606.1991,269259.3289,123596.962,127300.3314,164609.7567,928.8363,1171.9763,1429.8937,36384.9726,39496.8146,39811.7849,11055.7743,15179.8718,27879.3724,6619.5641,8414.1695,12253.3564,54427.6908,56254.5147,68418.286,35303.8636,35863.0709,42060.3887,58113.4969,55865.9449,68312.0984,45013.389,43028.6273,50335.8271,11142.3988511661,15289.0918563544,27999.1437473235,6672.18998736807,8478.8918786727,12319.3324087167,54962.0444214166,56941.5019073366,69161.0908332031,35568.9742891885,36139.8175278033,42411.5131309769,60994.3303437295,58462.5544278746,71404.0114192589,47529.6113477376,45140.3191643295,52645.9830604616,5406.93421479441,4674.00137810185,5251.85193795852,216869.549240606,220452.176762371,275941.074599941
2199466,210714.2601,219124.4169,267924.0541,123726.5496,130534.2774,163899.8483,942.3966,1315.8938,1496.1382,42295.6067,37407.2356,41612.8717,11146.0743,17173.8953,27140.9408,6658.6314,9288.287,12031.6878,54470.9715,57379.6101,68478.5664,35318.2034,36238.9329,41644.834,58109.5038,55980.772,68280.3412,45010.8758,43062.9197,50347.684,11233.7159480345,17301.8971350159,27271.3215917455,6711.01628542199,9362.34849272907,12102.8876483861,55012.7961060776,58126.3968744812,69253.1564178611,35584.8125944167,36533.7944889608,42002.2778411709,60997.1327381747,58617.0816150848,71405.2536554765,47530.7083462505,45195.4495283457,52671.5262534947,5413.52518868344,4696.65738322009,5286.23104446844,217070.182018376,225136.968134617,274706.423408135
2202693,226765.6543,230181.1514,266482.2295,135306.1256,138527.7948,163490.1061,888.8696,1177.0695,1468.1537,40311.4007,41650.5034,35759.8166,18412.8062,22224.0394,25501.1905,9753.5437,11416.2108,11860.7349,58543.6075,60214.2771,69803.0887,36596.235,37111.1757,40805.3291,58349.7119,56089.4782,68185.8269,45109.7499,43125.9701,50326.0594,18517.5874963101,22378.6621620668,25645.316267069,9807.98212878146,11495.3989834655,11937.0573250576,59060.9920005869,60898.5958100646,70568.201723364,36848.1398912193,37379.3730791487,41151.4462003722,61220.6691988489,58676.7161157627,71272.2484461344,47618.2022318489,45228.6605362462,52631.6491620947,5419.04917566259,4699.18589914857,5255.53595033786,233073.572947596,236057.406686754,273205.919124092
2203900,227102.9168,232558.7932,269615.6741,135558.5688,140247.3631,165724.18,965.8945,1281.7332,1541.7342,41248.2346,38840.9712,39745.347,18588.2739,23297.429,26293.683,9823.8432,11877.0453,12191.1464,58620.4536,60791.9805,71116.5648,36611.9502,37286.71,41323.453,58349.8412,56157.9537,68313.9322,45108.5546,43147.6749,50376.8948,18703.572937884,23465.8348636688,26443.4307047569,9887.0596573149,11966.1310797606,12271.6009921268,59164.3580355242,61516.8266902788,71911.5005712469,36880.397408437,37575.1228797682,41691.6514753016,61226.3768906842,58752.0201446195,71400.5716917568,47620.4362547501,45254.801470961,52684.6648935368,5413.39000148373,4690.21057141938,5246.01189194664,233482.201184594,238530.737129057,276403.420328726
2207081,214277.298,219775.5962,267550.5796,126292.8062,131016.5546,163704.6754,878.8135,1166.5799,1469.1768,36720.0389,39352.3781,36489.3713,12732.3723,17443.0838,26851.67,7334.7991,9388.3961,11998.0337,55382.5938,57588.3919,68561.1036,35605.7248,36288.9149,41496.0313,58177.84,55985.0789,68291.9017,45043.968,43081.7306,50351.8393,12820.7588333078,17568.1189222546,26986.3449880904,7385.79722972036,9458.72151098672,12071.529589494,55894.8353631611,58254.137011342,69295.8797046039,35860.0719710162,36560.6403343669,41846.5448561713,61045.8378519909,58576.5712166681,71385.8085135984,47549.77190354,45188.9611065442,52662.2370061085,5400.96164949696,4664.9740402135,5228.58822726028,220557.073152736,225607.150102163,274248.344658067
2213998,216754.9441,220658.7497,267090.3255,128089.4972,131668.7031,163446.2713,969.6743,1242.4124,1472.5362,37612.5129,39514.3301,39766.7031,13895.1321,17958.1105,26661.6671,7826.993,9594.7398,11988.4132,55998.4641,57773.0052,68583.4721,35793.7359,36339.2533,41351.0759,58195.901,55937.5874,68201.1321,45044.7179,43056.0535,50304.5651,13995.9008210167,18094.0089460694,26794.481165099,7885.44562505594,9671.19394157288,12061.3096410648,56547.9503615853,58491.8238651191,69353.3058390403,36063.8906613821,36622.8886821696,41705.6128737589,61081.9020950872,58542.1189963364,71297.731051937,47563.8876743183,45170.6153921291,52617.1593040302,5414.35897429164,4691.48772579227,5266.73821938141,223138.977238446,226592.649823396,273829.59987493
2216510,222249.6636,229567.721,268421.6033,132053.1477,138073.9789,164757.7215,922.6208,1180.3606,1474.7993,38595.768,44751.4054,39498.9307,16373.2277,21858.2747,26215.1659,8883.3733,11278.5557,12031.3138,57399.705,60066.0825,70231.61,36233.8159,37075.019,41255.4409,58280.215,56149.6217,68310.9456,45079.3266,43140.1674,50377.1271,16475.8414477482,22008.0685892247,26359.0658353055,8939.87000528986,11358.2682327543,12108.4901469073,57926.2400204163,60745.7630495741,70992.9727890108,36494.0158715721,37346.5286875438,41606.3227816203,61158.0095455067,58744.8352696552,71416.8414908694,47593.6767606349,45248.279469636,52695.6241746672,5415.36930678471,4703.6616527689,5282.9146490737,228587.653651168,235451.743298388,275179.317218381
2239874,227868.5542,237109.1845,268049.8809,136108.3621,143501.5177,164862.7451,921.9654,1207.454,1473.633,38335.157,38456.0726,40290.8144,18928.7465,25243.9538,25407.5442,9972.0904,12734.2143,11930.1434,58822.2443,61968.2887,71146.4653,36680.0064,37684.3025,40865.0838,58357.3713,56289.2752,68308.7356,45108.0953,43189.15,50391.9087,19037.9748499255,25405.0471287256,25548.6400011292,10029.2411075877,12816.5653263024,12003.9069001339,59350.2104601405,62667.9744072367,71917.8475441809,36938.3966757533,37958.8823366959,41214.7001949875,61236.6394346152,58891.3739035122,71418.2279792864,47624.4531456057,45302.2781393652,52715.7392213213,5426.39610442149,4725.48274475271,5295.54784753417,234216.915673628,243042.121241838,274819.061841039
2241909,218333.7733,224793.7389,269672.7615,129233.3598,134648.1247,165390.1929,954.3976,1166.9464,1505.677,37052.6773,38559.6164,37118.2426,14610.6389,19734.1243,27054.1213,8134.3002,10370.9172,12214.2771,56410.2413,58868.7461,70019.3299,35921.0412,36688.3404,41722.4462,58212.4796,56045.2543,68316.7417,45045.072,43086.3566,50345.8453,14707.0695267542,19869.6982567238,27197.826426693,8187.82119411674,10444.1470577047,12291.9863462672,56943.200310162,59533.154251872,70774.1773726147,36187.2369198546,36959.5482408105,42080.6339563705,61103.7273246947,58646.1147855871,71434.8889849158,47572.4302203385,45202.7575875402,52671.8594036358,5413.31471566687,4694.73492398791,5272.93396028463,224701.485495921,230655.420180238,276451.372490497
2243496,209329.9497,217462.1278,268426.679,122729.7109,129339.6232,164166.973,943.6256,1215.9288,1493.3488,43406.1883,43911.9028,36612.4261,10518.3048,16395.1187,27429.6511,6391.4859,8955.4793,12092.039,54122.6699,56979.1631,68421.2895,35208.1124,36109.7102,41814.7051,58088.7363,55965.3414,68316.0323,45000.6405,43057.3151,50352.9619,10603.6607114813,16511.7327847137,27560.621298662,6443.12871262089,9023.87692841179,12164.4188591642,54662.6270254915,57681.6627113961,69186.1191441129,35475.5346610784,36391.6354275183,42173.6383527606,60977.7969278259,58582.9239985255,71440.5669330574,47523.1400582674,45180.3450759668,52679.2983715104,5412.31270833985,4694.12030058243,5284.63530094499,215685.888096765,223372.176926532,275204.662959268
2251672,210477.8518,215017.1019,268821.3428,123559.7125,127603.2178,164342.9089,941.3573,1234.0844,1424.0631,35707.7113,43515.017,37016.3228,11037.1416,15375.3288,27706.7346,6614.3222,8503.7933,12192.7391,54420.0882,56375.1747,68359.7309,35301.0304,35900.3061,41976.4087,58102.4826,55852.7143,68276.4434,45002.7867,43009.7847,50309.2861,11121.624367241,15493.7362752997,27834.8413556821,6663.35708344211,8571.7161691467,12262.1786633242,54950.4985131991,57066.4849149566,69080.6244069552,35565.3712009592,36181.0747798137,42318.6673847859,60993.6927873477,58469.9509046484,71367.6296725526,47529.3619278513,45136.4114436392,52619.3536243892,5404.69689544698,4668.18816525578,5237.88923320989,216823.90588004,220919.374487504,275483.295107689
2260409,227187.0832,230069.2859,270180.5091,135619.6967,138462.5977,165989.7533,971.8598,1209.7324,1484.5272,39178.5508,42668.0735,38879.1453,18633.1973,22226.7134,26651.0125,9844.4819,11409.5376,12297.7327,58642.5107,60169.5782,71055.9476,36620.5275,37086.139,41546.2762,58343.9887,56066.3061,68282.7932,45102.3771,43111.0116,50346.7469,18746.7633881446,22384.8901348978,26797.8102186234,9905.42347501993,11492.2739901072,12377.1545284669,59188.3623430441,60870.3254139002,71834.3560501946,36887.8884461109,37361.374753602,41900.9553338813,61227.7024158788,58653.3341608306,71365.0847251636,47620.9550795123,45214.8664089563,52652.2473341279,5418.15217254824,4698.0465928251,5262.57188488035,233577.095147711,235977.064862294,276927.608190458
2264456,222601.7837,224831.9685,270468.4579,132313.6975,134703.5009,165949.9812,972.9198,1352.0185,1641.1904,43541.9586,38510.1393,35630.1833,16557.1998,19937.9662,27327.8713,8960.5146,10428.5777,12399.7424,57484.9567,58833.1595,70444.8798,36257.7937,36659.3815,41855.5745,58271.541,55932.3752,68177.23,45069.778,43040.5083,50263.1599,16665.2862242398,20098.5101187526,27480.1951194793,9020.41834078481,10515.9037944885,12483.5244836831,58031.5286555986,59587.8430736531,71273.3683843173,36526.8734915005,36957.0967753787,42238.0738865003,61163.8235052623,58563.5391499835,71321.0530400739,47595.9524505597,45175.9591504648,52602.3249094144,5429.17910892861,4714.86512965717,5288.89147887427,229003.882667946,230898.852062721,277398.539823468
2266421,220272.1048,223508.9776,266901.2865,130618.7791,133718.9367,163455.637,865.2803,1170.2843,1491.0666,39089.8947,43814.8749,37038.1912,15457.72,19213.6398,26303.2946,8493.6894,10128.2519,11954.2882,56900.383,58523.4153,68986.8475,36083.2727,36581.1257,41198.3103,58260.6761,55981.8816,68165.4949,45076.3636,43080.6633,50293.051,15553.8704665498,19349.4690854172,26437.1993734402,8547.86514994051,10202.9958976291,12027.7297755066,57413.831322935,59211.3654682863,69755.0224924436,36334.1076468745,36851.7768887301,41549.5480765974,61129.7149620073,58581.5698694419,71288.223084014,47582.6020624815,45193.0522753428,52623.348178835,5424.60651416616,4710.96759137954,5288.71790003956,226561.991610789,229390.229484847,273681.070980837
2270563,221766.9415,228875.6128,269594.1586,131703.845,137570.5674,165499.4067,935.9798,1204.8656,1419.1306,41275.3827,37943.559,41300.1984,16159.2409,21560.1054,26614.6219,8793.4081,11152.8249,12165.1583,57274.2784,59878.4021,70510.9158,36194.6449,37017.0675,41519.2759,58270.3258,56132.0598,68373.869,45075.0434,43135.1531,50410.3177,16261.1615279058,21710.9848324278,26757.5558984827,8848.59207150406,11231.805810017,12240.3457513011,57806.9261843081,60570.9920037907,71261.9423823141,36456.7813866227,37290.9485882192,41860.9396679845,61151.4212284494,58728.0942604448,71448.3982302123,47591.0980282605,45241.5047382671,52706.7892237467,5413.05908497745,4693.85180430246,5262.68199375954,228115.980427051,234774.330233167,276275.971154041
2279466,209070.0278,216530.6177,267929.3041,122542.5649,128672.344,163792.0541,945.0518,1206.6228,1551.1569,42798.3778,41813.0722,35500.048,10401.9237,15991.7758,27380.4333,6341.894,8780.3423,12058.3795,54057.5458,56747.229,68149.8594,35187.2856,36033.0035,41754.4877,58083.0953,55933.3392,68261.7614,44998.2834,43044.9278,50324.3828,10486.4834336553,16105.9764403778,27514.7436837743,6393.30713183959,8847.18765395248,12132.4026670197,54597.5028490344,57444.7028546762,68933.3219788046,35455.2113321587,36313.6655466441,42123.1307899926,60974.2007926933,58553.4223748668,71407.4973004135,47521.7325715718,45169.3113933567,52660.9102744799,5413.35851465724,4697.02588013014,5291.54568954317,215428.438110953,222434.266263874,274772.006694485
